type,id,geometry_type,geometry_coordinates_0,geometry_coordinates_1,properties_headline,properties_periods_0_closureType,properties_periods_0_direction,properties_periods_0_finishTime,properties_periods_0_fromDay,properties_periods_0_startTime,properties_periods_0_toDay,properties_speedLimit,properties_webLinkUrl,properties_expectedDelay,properties_ended,properties_isNewIncident,properties_publicTransport,properties_impactingNetwork,properties_subCategoryB,properties_isInitialReport,properties_created,properties_isMajor,properties_name,properties_subCategoryA,properties_adviceB,properties_adviceA,properties_end,properties_incidentKind,properties_mainCategory,properties_lastUpdated,properties_otherAdvice,properties_diversions,properties_additionalInfo_0,properties_webLinkName,properties_attendingGroups_0,properties_duration,properties_start,properties_displayName,properties_roads_0_conditionTendency,properties_roads_0_crossStreet,properties_roads_0_delay,properties_roads_0_locationQualifier,properties_roads_0_mainStreet,properties_roads_0_quadrant,properties_roads_0_queueLength,properties_roads_0_region,properties_roads_0_secondLocation,properties_roads_0_suburb,properties_roads_0_trafficVolume
Feature,51723,POINT,151.20825,-33.794693,TRAFFIC LIGHTS BLACKED OUT - MIDDLE COVE Eastern Valley Way at Mcclelland St,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581488227383,False,,,Exercise caution,Reduce your speed,,Unplanned,Traffic lights blacked out,1581558381400, , , ,,Utility Company,Affected,,TRAFFIC LIGHTS BLACKED OUT,,Mcclelland St,,at,Eastern Valley Way,,0,SYD_NORTH, ,Middle Cove,
Feature,51736,POINT,150.53526,-34.07718,EMERGENCY ROADWORK Due to flood damage - BELIMBLA PARK Burragorang Road at Back Creek,https://www.wollondilly.nsw.gov.au/council/shire-projects/council-projects/burragorang-road/,EMERGENCY ROADWORK Due to flood damage - BELIMBLA PARK Burragorang Road at Back Creek,-1,,,False,-1,,,False,False, ,True, ,False,1581492808140,False,,, ,Use an alternative route, ,Unplanned,Emergency roadwork,1581557561743, , , ,,Local Council,,Both directions,EMERGENCY ROADWORK Due to flood damage,,Back Creek,,at,Burragorang Road,,0,REG_SOUTH, ,Belimbla Park,
Feature,51740,POINT,150.78468,-32.88055,CHANGED TRAFFIC CONDITIONS Heavy vehicles diversion - MILBRODALE TO WINDSOR Putty Road / Wilberforce Road,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581493612677,False,,(u\p),Allow extra travel time,Use an alternative route,,Unplanned,Changed traffic conditions,1581531396197,"<p>Due to weight restrictions on Windsor Bridge, heavy vehicles over 15 tonnes are unable to travel on Putty Rd/Wilberforce Rd between Milbrodale and Windsor as they will not be allowed access over Windsor Bridge.&nbsp;</p>",M1 Pacific Motorway in both direction.&nbsp;, ,, ,Affected,,CHANGED TRAFFIC CONDITIONS Heavy vehicles diversion,,,,at,Putty Road / Wilberforce Road,,0,REG_NORTH, ,Milbrodale to Windsor,
Feature,51754,POINT,151.0448,-33.84158,EMERGENCY ROADWORK Burst water main - SILVERWATER Silverwater Road at Beaconsfield Street,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581508738847,False,,,Expect delays,Exercise caution,,Unplanned,Emergency roadwork,1581544957977,Work is expected to continue until at least this afternoon.&nbsp;, , ,,Utility Company,Lane 1,Lanes closed,EMERGENCY ROADWORK Burst water main,,Beaconsfield Street,,at,Silverwater Road,,0,SYD_MET, ,Silverwater,
Feature,51772,POINT,153.04463,-29.836763,CHANGED TRAFFIC CONDITIONS Due to pothole repairs - GLENUGIE Pacific Highway near Lookout Rd,80,,,False,False, ,80,,,False,False, ,True, ,False,1581536671790,False,,(u\p),Exercise caution,Reduced speed limit,,Unplanned,Changed traffic conditions,1581557237543, , , ,,Maintenance,Affected,,CHANGED TRAFFIC CONDITIONS Due to pothole repairs,,Lookout Rd,,near,Pacific Highway,,0,REG_NORTH, ,Glenugie,
Feature,51809,POINT,151.1579,-33.767677,TRAFFIC LIGHTS BLACKED OUT Power failure - KILLARA Pacific Hwy at Marian St,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581559840070,False,,Power failure,Reduce your speed,Exercise caution,,Unplanned,Traffic lights blacked out,1581559840117, , , ,,Utility Company,Affected,,TRAFFIC LIGHTS BLACKED OUT Power failure,,Marian St,,at,Pacific Hwy,,0,SYD_NORTH, ,Killara,
Feature,51814,POINT,151.21721,-33.87858,"HAZARD Fallen tree and wires down - DARLINGHURST Bourke Street between Burton Street AND Liverpool Street ",-1,,,False,False,<p>Route 389 buses to The Star and Bondi Junction Interchange are being diverted from Burton St.  </p>,-1,,,False,False,<p>Route 389 buses to The Star and Bondi Junction Interchange are being diverted from Burton St.  </p>,True, ,False,1581561430967,False,,Fallen tree,Use an alternative route,Avoid the area,,Unplanned,Hazard,1581578371447, ,local diversions in place.&nbsp;, ,,Utility Company,Both directions,,HAZARD Fallen tree and wires down,,Burton Street,,between,Bourke Street,,0,SYD_MET,Liverpool Street,Darlinghurst,
Feature,51825,POINT,153.18805,-30.01631,"CHANGED TRAFFIC CONDITIONS Earlier Flooding - CORINDI BEACH Solitary Islands Way between Coral St AND Black Adder Rd ",-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581567296433,False,,(u\p),Exercise caution,Reduce your speed,,Unplanned,Changed traffic conditions,1581585377290,The road has reopened.<br>Motorists are advised to drive to the conditions.&nbsp;, , ,, ,,,CHANGED TRAFFIC CONDITIONS Earlier Flooding,,Coral St,,between,Solitary Islands Way,,0,REG_NORTH,Black Adder Rd,Corindi Beach,
Feature,51840,POINT,152.90567,-28.853695,CHANGED TRAFFIC CONDITIONS Due to earlier flooding - PIORA (WEST OF CASINO) Bruxner Hwy near Piora Rd,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581576307523,True,,(u\p),Exercise caution,Reduce your speed,,Unplanned,Changed traffic conditions,1581584549007, ,This section of Bruxner has reopened following earlier flooding. Some water remains over the road and motorists should drive to the conditions.&nbsp;, ,,Transport for NSW,Affected,,CHANGED TRAFFIC CONDITIONS Due to earlier flooding,,Piora Rd,,near,Bruxner Hwy,,0,REG_NORTH, ,Piora (west of Casino),
Feature,51851,POINT,152.45001,-28.903433,HAZARD Landslide - DRAKE TO TABULAM Bruxner Highway,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581580858850,False,,Landslide,Avoid the area,Stay away,,Unplanned,Hazard,1581581063707, , , ,,Transport for NSW,BBBBBBBBBBBBBBBBBBBBBBBBB,HAZARD Landslide,HAZARD Landslide,,,,-,Bruxner Highway,,0,REG_NORTH, ,Drake to Tabulam,
Feature,51860,POINT,150.9695,-33.81557,TRAFFIC LIGHTS BLACKED OUT - WENTWORTHVILLE Great Western Hwy at Station St,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581585469600,False,,, ,Exercise caution,,Unplanned,Traffic lights blacked out,1581597246300, , , ,,Transport for NSW,Affected,,TRAFFIC LIGHTS BLACKED OUT,,Station St,,at,Great Western Hwy,,0,SYD_WEST, ,Wentworthville,
Feature,51866,POINT,151.19331,-33.551647,BREAKDOWN Truck - BROOKLYN M1 Pacific Motorway,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581593819683,False,,Truck,Exercise caution,Reduce your speed,,Unplanned,Breakdown,1581593819717, , , ,,Transport for NSW,Lane 1,Lanes closed,BREAKDOWN Truck,,,,at,M1 Pacific Motorway,,0,SYD_NORTH, ,Brooklyn,
Feature,51867,POINT,151.0942,-33.898724,BURST WATER MAIN - CROYDON PARK Georges River Road just past Lees Avenue,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581595318423,False,,,Exercise caution,Reduce your speed,,Unplanned,Burst water main,1581595318457, , , ,,Utility Company,Lanes closed,2,BURST WATER MAIN,,Lees Avenue,,just past,Georges River Road,,0,SYD_MET, ,Croydon Park,
Feature,51869,POINT,151.90283,-32.789288,HAZARD Car on fire - SALT ASH Richardson Road at Nelson Bay Road,-1,,,False,False, ,-1,,,False,False, ,True, ,False,1581597063593,False,,Car on fire, ,Exercise caution,,Unplanned,Hazard,1581597063640, , , ,,Emergency services,Affected,,HAZARD Car on fire,,Nelson Bay Road,,at,Richardson Road,,0,REG_NORTH, ,Salt Ash,
